datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,sunelevation,icon
2022-08-28,31.8,20.2,25.8,32.8,20.2,26.3,72.9,0,0,0,,0,0,38.9,37.1,1012.1,26.5,10.3,252.5,21.7,8,10,2022-08-28T06:25:03,2022-08-28T19:41:48,58.7,partly-cloudy-day
2022-08-29,32.1,22.3,26.7,33,22.3,27.2,72.8,0,0,0,,0,0,45.4,46.5,1012.5,24.6,10.3,194.3,16.8,8,15,2022-08-29T06:26:02,2022-08-29T19:40:13,58.4,partly-cloudy-day
2022-08-30,31.9,24.2,27.2,36.5,24.2,29.1,79.7,0.021,100,8.33,rain,0,0,40.3,30.1,1011.4,66.3,10.2,204.3,17.6,8,60,2022-08-30T06:27:01,2022-08-30T19:38:37,58,rain
2022-08-31,28.1,23.2,25.5,31.7,23.2,26.1,83.3,1.898,100,8.33,rain,0,0,31.3,35.7,1010.4,70.3,9.5,180.7,15.6,7,60,2022-08-31T06:28:00,2022-08-31T19:37:01,57.7,rain
2022-09-01,29.1,21.4,25.2,31.5,21.4,26.1,82,0.139,100,8.33,rain,0,0,31.7,27.2,1009.9,52,10.3,211.6,18.2,7,30,2022-09-01T06:28:59,2022-09-01T19:35:24,57.3,rain
2022-09-02,31.1,21.4,26.3,35.2,21.4,27.5,78.2,0,0,0,,0,0,32,43.8,1009.8,44.1,10.1,174.8,15.1,8,60,2022-09-02T06:29:59,2022-09-02T19:33:47,57,partly-cloudy-day
2022-09-03,27.3,23.2,24.8,29.8,23.2,25.2,83.3,0.026,100,8.33,rain,0,0,34.2,31.1,1012.4,58.7,9.8,245.1,21.2,8,60,2022-09-03T06:30:58,2022-09-03T19:32:09,56.6,rain
2022-09-04,24.3,21.3,22.7,24.3,21.3,22.7,82.1,1.682,100,8.33,rain,0,0,37.1,33.3,1018.2,71.9,10.2,151,13.1,7,10,2022-09-04T06:31:56,2022-09-04T19:30:31,56.2,rain
2022-09-05,24.1,18.3,21.2,24.1,18.3,21.2,76.7,6.954,100,12.5,rain,0,0,53.6,41.6,1019.1,80,10,110.1,9.6,4,10,2022-09-05T06:32:55,2022-09-05T19:28:52,55.9,rain
2022-09-06,23.1,15.6,19.6,23.1,15.6,19.6,74.6,0.328,100,8.33,rain,0,0,57.2,42.4,1018.8,69.9,10.2,110.2,9.6,4,10,2022-09-06T06:33:54,2022-09-06T19:27:13,55.5,rain
2022-09-07,25.2,18.3,21.3,25.2,18.3,21.3,57.8,0,0,0,,0,0,51.8,53.7,1018.3,37.5,10.3,260.2,22.3,8,10,2022-09-07T06:34:53,2022-09-07T19:25:33,55.1,partly-cloudy-day
2022-09-08,26.3,16.5,21.3,26.3,16.5,21.3,61.5,0,0,0,,0,0,38.9,47.7,1017.7,4.8,10.3,208.7,17.9,8,10,2022-09-08T06:35:52,2022-09-08T19:23:53,54.7,clear-day
2022-09-09,27.9,16.5,22.1,28.5,16.5,22.2,72.9,0,0,0,,0,0,27.4,33.6,1016.7,10.5,10.4,209.4,18.1,8,10,2022-09-09T06:36:51,2022-09-09T19:22:13,54.4,clear-day
2022-09-10,29.8,16.5,23.4,29.1,16.5,23.2,66.3,0,0,0,,0,0,19.8,58,1013.3,2.5,10.4,200.6,17.3,8,10,2022-09-10T06:37:50,2022-09-10T19:20:32,54,clear-day
2022-09-11,29.1,21.1,24.3,30.3,21.1,24.6,71.3,0,0,0,,0,0,38.9,15.1,1009.8,25,10.4,193.6,16.6,8,10,2022-09-11T06:38:49,2022-09-11T19:18:51,53.6,partly-cloudy-day
2022-09-12,23.1,18.4,20.9,23.1,18.4,20.9,82.8,5.612,100,8.33,rain,0,0,46.8,27.8,1008.9,53.2,9.2,141.6,12.2,5,10,2022-09-12T06:39:48,2022-09-12T19:17:10,53.2,rain
2022-09-13,23.2,16.4,19.5,23.2,16.4,19.5,80.2,3.438,100,8.33,rain,0,0,33.5,39,1010.8,49.7,10.4,116.5,10.2,7,10,2022-09-13T06:40:47,2022-09-13T19:15:29,52.8,rain
2022-09-14,26,14.4,20.7,26,14.4,20.7,62,0,0,0,,0,0,21.2,70.6,1014.5,22.7,10.3,201.8,17.5,8,10,2022-09-14T06:41:46,2022-09-14T19:13:47,52.5,partly-cloudy-day
2022-09-15,29.7,17.1,23.1,28.1,17.1,22.9,49.5,0,0,0,,0,0,25.6,243.4,1013.1,20.3,10.3,195.9,16.9,7,10,2022-09-15T06:42:45,2022-09-15T19:12:06,52.1,partly-cloudy-day
2022-09-16,31.7,22,26.1,30.7,22,25.7,49.3,0,0,0,,0,0,27,246.2,1009.4,11.1,10.3,193.4,16.7,7,10,2022-09-16T06:43:44,2022-09-16T19:10:24,51.7,clear-day
2022-09-17,32.7,21,26.8,31.2,21,26.2,48.7,0,0,0,,0,0,25.6,247.2,1005.4,6.2,10.4,190.8,16.4,7,10,2022-09-17T06:44:43,2022-09-17T19:08:42,51.3,clear-day
2022-09-18,29,19.1,23.5,29.4,19.1,23.5,60.7,0.011,100,4.17,rain,0,0,61.6,352.6,1006.1,33.8,10.3,217.7,18.8,7,10,2022-09-18T06:45:43,2022-09-18T19:07:00,50.9,rain
2022-09-19,23.3,17.1,19.6,23.3,17.1,19.6,59.9,0,0,0,,0,0,39.2,35.7,1013.9,29.9,10.3,223,19.3,7,10,2022-09-19T06:46:42,2022-09-19T19:05:18,50.5,partly-cloudy-day
2022-09-20,22.8,14.3,18.2,22.8,14.3,18.2,70,0,0,0,rain,0,0,52.6,34.4,1013.3,35.7,10.3,92.7,7.8,4,10,2022-09-20T06:47:41,2022-09-20T19:03:36,50.1,partly-cloudy-day
2022-09-21,23.1,13.2,17.8,23.1,13.2,17.8,61.8,0,0,0,,0,0,40,45,1014.3,55.5,10.3,206.2,17.7,7,10,2022-09-21T06:48:41,2022-09-21T19:01:54,49.7,partly-cloudy-day
2022-09-22,18.1,13.1,14.3,18.1,13.1,14.3,84.3,5.352,100,16.67,rain,0,0,33.8,15.7,1014.3,88.6,9.9,32.8,2.9,2,10,2022-09-22T06:49:41,2022-09-22T19:00:12,49.4,rain
2022-09-23,18.4,11.1,14.5,18.4,11.1,14.5,78.7,1.106,100,8.33,rain,0,0,34.6,37.1,1017,62.8,10.3,112,9.9,6,10,2022-09-23T06:50:41,2022-09-23T18:58:30,49,rain
2022-09-24,20.2,9.3,15.2,20.2,8.4,15.2,70.8,0.003,100,4.17,rain,0,0,23,241,1020,31.2,10.2,166.8,14.5,7,10,2022-09-24T06:51:40,2022-09-24T18:56:48,48.6,rain
2022-09-25,24,11.2,17.7,24,11.2,17.7,58.6,0,0,0,,0,0,20.2,58.9,1019.4,1.8,10.4,200.4,17.3,7,10,2022-09-25T06:52:41,2022-09-25T18:55:06,48.2,clear-day
2022-09-26,24.1,12.2,18.3,24.1,12.2,18.3,57.9,0,0,0,,0,0,27,259.2,1014.8,33.1,10.3,195.2,17,7,10,2022-09-26T06:53:41,2022-09-26T18:53:25,47.8,partly-cloudy-day
2022-09-27,26,17.1,21.6,26,17.1,21.6,46.4,0,0,0,rain,0,0,33.5,253.7,1007.7,65.5,10.3,95.4,8.3,4,10,2022-09-27T06:54:41,2022-09-27T18:51:43,47.4,partly-cloudy-day
2022-09-28,26.1,21.4,23.8,26.1,21.4,23.8,65.9,0.966,100,12.5,rain,0,0,39.6,232,1006.6,75.1,10.2,114.6,10,7,10,2022-09-28T06:55:42,2022-09-28T18:50:02,47,rain
2022-09-29,29,20.1,23.9,29.1,20.1,24,65.5,0,0,0,,0,0,31.7,229.2,1009.6,25.1,10.4,164.3,14.1,7,10,2022-09-29T06:56:43,2022-09-29T18:48:21,46.6,partly-cloudy-day
2022-09-30,29.9,19.1,24.3,29.4,19.1,24.2,58.9,0,0,0,,0,0,27.7,260,1015.2,7.3,10.3,206.8,17.9,7,10,2022-09-30T06:57:44,2022-09-30T18:46:41,46.2,clear-day
2022-10-01,28.8,19.1,24,28.7,19.1,24,61.3,0,0,0,,0,0,22.7,254.9,1019,6.6,10.4,203.5,17.6,7,10,2022-10-01T06:58:45,2022-10-01T18:45:01,45.8,clear-day
2022-10-02,27.9,19,23.5,27.8,19,23.5,56.1,10.708,100,8.33,rain,0,0,61.2,325.2,1011,62.8,10.2,136.8,11.9,6,10,2022-10-02T06:59:47,2022-10-02T18:43:21,45.4,rain
2022-10-03,22.2,14.2,18.8,22.2,14.2,18.8,67.2,0.081,100,4.17,rain,0,0,32.8,3.9,1013.3,44.4,10.3,201.4,17.5,7,10,2022-10-03T07:00:48,2022-10-03T18:41:41,45.1,rain
2022-10-04,19.9,15.1,17.2,19.9,15.1,17.2,71.4,0.522,100,12.5,rain,0,0,28.8,24.8,1016.9,84.3,10.2,118.8,10.2,6,10,2022-10-04T07:01:50,2022-10-04T18:40:02,44.7,rain
2022-10-05,19.2,11.2,15.5,19.2,11.2,15.5,77.8,0.429,100,12.5,rain,0,0,41.4,40.9,1024.6,79.7,10.3,161.5,13.9,6,10,2022-10-05T07:02:53,2022-10-05T18:38:23,44.3,rain
2022-10-06,21.1,13.2,17,21.1,13.2,17,77,0.016,100,4.17,rain,0,0,51.8,44.6,1024.4,64.2,10.3,94.5,8,5,10,2022-10-06T07:03:55,2022-10-06T18:36:45,43.9,rain
2022-10-07,21.1,16.1,18,21.1,16.1,18,76.8,0.751,100,12.5,rain,0,0,50.4,38.1,1020.8,79.8,10.1,72.5,5.9,4,10,2022-10-07T07:04:58,2022-10-07T18:35:07,43.5,rain
2022-10-08,19.2,17.1,18.2,19.2,17.1,18.2,81.9,1.674,100,16.67,rain,0,0,38.5,18.6,1017.1,84.6,10,31,2.6,3,10,2022-10-08T07:06:01,2022-10-08T18:33:30,43.1,rain
2022-10-09,19.3,15.1,17.3,19.3,15.1,17.3,82.8,0,0,0,rain,0,0,23.8,283.5,1018.7,70.6,10.2,100.5,8.7,5,10,2022-10-09T07:07:04,2022-10-09T18:31:53,42.7,partly-cloudy-day
2022-10-10,23.1,11.2,16.9,23.1,11.2,16.9,81.3,0.003,100,4.17,rain,0,0,39.6,49.6,1023.4,35.5,10,181.8,15.7,7,10,2022-10-10T07:08:08,2022-10-10T18:30:17,42.4,rain
2022-10-11,22.1,14.2,17.4,22.1,14.2,17.4,78.9,0,0,0,,0,0,39.2,43,1021.2,56.1,10.2,136.7,11.9,6,10,2022-10-11T07:09:12,2022-10-11T18:28:42,42,partly-cloudy-day
2022-10-12,21,15.1,17,21,15.1,17,75.3,0,0,0,rain,0,0,41.8,45.1,1020.4,62.2,10.3,122.1,10.4,6,10,2022-10-12T07:10:16,2022-10-12T18:27:07,41.6,partly-cloudy-day
2022-10-13,21.3,15.2,17.6,21.3,15.2,17.6,81.9,0.014,100,4.17,rain,0,0,43.9,44.8,1020.1,64.7,10.4,106.5,9.2,5,10,2022-10-13T07:11:21,2022-10-13T18:25:33,41.2,rain
2022-10-14,20.2,13.2,16.6,20.2,13.2,16.6,76.4,0.025,100,4.17,rain,0,0,52.6,52.6,1015.6,77.1,10.3,93.8,8.1,3,10,2022-10-14T07:12:25,2022-10-14T18:24:00,40.8,rain
2022-10-15,16.4,15.1,15.7,16.4,15.1,15.7,95.8,3.71,100,16.67,rain,0,0,45,48.8,1014.6,89.7,9.9,19.5,1.7,1,10,2022-10-15T07:13:31,2022-10-15T18:22:27,40.5,rain
2022-10-16,18.2,15.2,16.6,18.2,15.2,16.6,84.4,8.314,100,16.67,rain,0,0,46.1,29.4,1020.8,87.1,10.2,74.2,6.4,4,10,2022-10-16T07:14:36,2022-10-16T18:20:55,40.1,rain
2022-10-17,20.1,14.9,17.2,20.1,14.9,17.2,77.5,0.003,100,4.17,rain,0,0,52.2,34.5,1026.9,81.3,10.2,128.7,10.9,5,10,2022-10-17T07:15:42,2022-10-17T18:19:24,39.7,rain
2022-10-18,17.3,15.2,16.4,17.3,15.2,16.4,86.5,0.019,100,4.17,rain,0,0,45,50.2,1026.5,87.6,10.1,85.1,7.2,4,10,2022-10-18T07:16:48,2022-10-18T18:17:54,39.4,rain
2022-10-19,16.4,15.1,15.8,16.4,15.1,15.8,93.8,0.408,100,4.17,rain,0,0,27,29,1017.8,86.1,9.4,46.6,4,2,10,2022-10-19T07:17:55,2022-10-19T18:16:25,39,rain
2022-10-20,18.8,9.3,14.2,18.8,8.4,14.2,85.9,0.063,100,12.5,rain,0,0,47.2,43.8,1019.7,47.6,9.5,142.6,12.2,6,10,2022-10-20T07:19:02,2022-10-20T18:14:57,38.6,rain
2022-10-21,16.2,8.2,12.4,16.2,6.3,12,65.7,0,0,0,,0,0,36,42.6,1025.5,35.9,10.3,168,14.6,6,10,2022-10-21T07:20:09,2022-10-21T18:13:30,38.3,partly-cloudy-day
2022-10-22,18.8,8,12.8,18.8,6,12.3,65.4,0,0,0,,0,0,22.7,85.2,1024.5,7.5,10.4,170.1,14.8,6,10,2022-10-22T07:21:16,2022-10-22T18:12:03,37.9,clear-day
2022-10-23,20,11.9,16.1,20,11.9,16.1,65.3,0,0,0,,0,0,29.5,249.1,1021,31.5,10.4,145.3,12.5,6,10,2022-10-23T07:22:24,2022-10-23T18:10:38,37.6,partly-cloudy-day
2022-10-24,22.7,11,16.6,22.7,11,16.6,71.6,0,0,0,,0,0,19.8,50.7,1022.3,18.1,10.4,158,13.6,6,10,2022-10-24T07:23:32,2022-10-24T18:09:14,37.2,clear-day
2022-10-25,22.7,11,16.6,22.7,11,16.6,71.3,0,0,0,,0,0,19.1,115.5,1019.2,16.4,10.3,158.3,13.7,6,10,2022-10-25T07:24:41,2022-10-25T18:07:51,36.9,clear-day
2022-10-26,21.9,13,16.6,21.9,13,16.6,78.3,0,0,0,,0,0,37.8,33.1,1019.9,32.8,10.3,148.7,12.7,6,10,2022-10-26T07:25:50,2022-10-26T18:06:29,36.5,partly-cloudy-day
2022-10-27,21.1,11.2,15.6,21.1,11.2,15.6,85.3,0,0,0,,0,0,37.4,44,1025.6,41.4,8.8,147,12.8,6,10,2022-10-27T07:26:59,2022-10-27T18:05:09,36.2,partly-cloudy-day
2022-10-28,19.2,13,15.3,19.2,13,15.3,80.8,0,0,0,,0,0,44.3,45.2,1027.1,44.8,10.3,150.5,12.9,6,10,2022-10-28T07:28:08,2022-10-28T18:03:49,35.9,partly-cloudy-day
2022-10-29,19.1,9.2,14,19.1,7.9,14,81.4,0,0,0,,0,0,38.2,48,1024.6,31.7,10.2,148.1,12.7,6,10,2022-10-29T07:29:18,2022-10-29T18:02:31,35.5,partly-cloudy-day
2022-10-30,19.8,8.2,13.7,19.8,6.4,13.4,82.8,0,0,0,,0,0,24.5,42.3,1020.6,18.8,10,148.7,12.8,6,10,2022-10-30T07:30:28,2022-10-30T18:01:15,35.2,clear-day
2022-10-31,19.8,8.2,13.8,19.8,7.6,13.7,82,0,0,0,,0,0,26.3,40,1019.6,34.9,9.6,140.4,12.1,5,10,2022-10-31T07:31:38,2022-10-31T17:59:59,34.9,partly-cloudy-day
2022-11-01,20,11.1,14.6,20,11.1,14.6,80.9,0,0,0,,0,0,25.6,38.3,1022.7,30.1,8.6,143.3,12.4,6,10,2022-11-01T07:32:49,2022-11-01T17:58:45,34.6,partly-cloudy-day
2022-11-02,18.9,7.1,13.3,18.9,5.9,12.9,78.6,0,0,0,,0,0,20.2,199.9,1020.7,0,10.2,143.3,12.3,6,10,2022-11-02T07:33:59,2022-11-02T17:57:32,34.2,clear-day
2022-11-03,20,10.9,15.1,20,10.9,15.1,82.3,0,0,0,,0,0,34.9,35.8,1020,21.7,9.6,135.5,11.7,5,10,2022-11-03T07:35:10,2022-11-03T17:56:21,33.9,partly-cloudy-day
2022-11-04,21.6,12,15.8,21.6,12,15.8,79.5,0,0,0,,0,0,22.3,38,1017,19.9,9.3,126.3,10.9,5,10,2022-11-04T07:36:21,2022-11-04T17:55:11,33.6,clear-day
2022-11-05,25.7,12,18.5,25.7,12,18.5,54.9,0,0,0,,0,0,20.9,171.1,1014.2,20.5,10.3,130.9,11.2,5,10,2022-11-05T07:37:32,2022-11-05T17:54:03,33.3,partly-cloudy-day
2022-11-06,24,13.1,18.4,24,13.1,18.4,49.8,0,0,0,,0,0,21.2,39.1,1013.8,56.2,10.2,83.8,7.4,4,10,2022-11-06T07:38:44,2022-11-06T17:52:57,33,partly-cloudy-day
2022-11-07,17.1,13,15.2,17.1,13,15.2,83.7,0.003,100,4.17,rain,0,0,42.8,32.1,1016.3,79.2,10.1,25.9,2.4,1,10,2022-11-07T07:39:55,2022-11-07T17:51:51,32.7,rain
2022-11-08,17,8.1,12.2,17,6.7,11.7,75.9,0,0,0,,0,0,27.4,36.9,1020.6,42.1,10.3,105.3,9.2,5,10,2022-11-08T07:41:07,2022-11-08T17:50:48,32.4,partly-cloudy-day
2022-11-09,16.9,7.1,11.6,16.9,5.5,11.2,76.7,0,0,0,,0,0,27.7,49,1022.6,49.4,10.3,86.7,7.4,4,10,2022-11-09T07:42:18,2022-11-09T17:49:46,32.1,partly-cloudy-day
2022-11-10,17,6.2,11.6,17,4.1,11,79.9,0,0,0,,0,0,29.9,46.6,1023.8,10.8,10.2,126.8,11,5,10,2022-11-10T07:43:30,2022-11-10T17:48:46,31.9,clear-day
2022-11-11,17.1,7.1,12.4,17.1,5.1,11.9,82.5,0,0,0,rain,0,0,36,41.2,1026.3,33.6,9.9,106.1,9.2,5,10,2022-11-11T07:44:42,2022-11-11T17:47:48,31.6,partly-cloudy-day
2022-11-12,18,12.1,14.1,18,12.1,14.1,84.3,0,0,0,rain,0,0,42.5,48.3,1026.9,73.9,10,65.4,5.6,3,10,2022-11-12T07:45:53,2022-11-12T17:46:51,31.3,partly-cloudy-day
2022-11-13,18.1,11.1,14.1,18.1,11.1,14.1,86.3,0,0,0,,0,0,36.4,45.4,1028.9,52.6,10.2,106,9.3,5,10,2022-11-13T07:47:05,2022-11-13T17:45:57,31.1,partly-cloudy-day
2022-11-14,16.1,11.2,13.8,16.1,11.2,13.8,78,0,0,0,,0,0,33.8,48,1024.9,84.6,10.2,55.4,4.7,4,10,2022-11-14T07:48:16,2022-11-14T17:45:04,30.8,partly-cloudy-day
2022-11-15,17.7,12,13.9,17.7,12,13.9,75,0,0,0,,0,0,26.6,41.6,1019.4,64.1,10.3,102.5,9,4,10,2022-11-15T07:49:27,2022-11-15T17:44:13,30.5,partly-cloudy-day
2022-11-16,15.2,8.1,12.3,15.2,6.6,12.2,82.1,0,0,0,,0,0,41.8,236.5,1011.8,63.9,9.2,102.8,9,4,10,2022-11-16T07:50:38,2022-11-16T17:43:24,30.3,partly-cloudy-day
2022-11-17,19.2,14.1,16.6,19.2,14.1,16.6,69.6,3.618,100,4.17,rain,0,0,52.2,220.4,1006.9,75,10.3,59,5,5,10,2022-11-17T07:51:49,2022-11-17T17:42:36,30,rain
2022-11-18,19.9,17,18.2,19.9,17,18.2,69.3,1.108,100,16.67,rain,0,0,44.3,214.7,1007.6,87,10.3,49.9,4.2,3,10,2022-11-18T07:53:00,2022-11-18T17:41:51,29.8,rain
2022-11-19,22.3,18.1,20.1,22.3,18.1,20.1,68.2,0.016,100,4.17,rain,0,0,40,230.2,1012.5,55.2,10.4,101.6,9,5,10,2022-11-19T07:54:10,2022-11-19T17:41:08,29.6,rain
2022-11-20,23.8,16.2,20.2,23.8,16.2,20.2,57.8,0,0,0,,0,0,31,185.4,1015.7,67.6,10.4,41,3.4,2,10,2022-11-20T07:55:20,2022-11-20T17:40:27,29.3,partly-cloudy-day
2022-11-21,24.1,17.1,20.4,24.1,17.1,20.4,49.9,0.141,100,4.17,rain,0,0,45.4,201.6,1009.7,82.4,10.3,84.5,7.5,4,10,2022-11-21T07:56:29,2022-11-21T17:39:48,29.1,rain
2022-11-22,18,12,13.7,18,12,13.7,80.8,9.169,100,16.67,rain,0,0,54,236.9,1011.6,73.4,10.3,53.9,4.7,3,10,2022-11-22T07:57:38,2022-11-22T17:39:11,28.9,rain
2022-11-23,20.1,11.1,15.3,20.1,11.1,15.3,63.2,4.482,100,8.33,rain,0,0,43.9,183.3,1008.7,78.5,10.3,62.5,5.5,3,10,2022-11-23T07:58:47,2022-11-23T17:38:36,28.7,rain
2022-11-24,15.9,12,13.5,15.9,12,13.5,87.7,4.01,100,16.67,rain,0,0,19.1,267.4,1007.1,88.9,10.2,26.6,2.1,1,10,2022-11-24T07:59:54,2022-11-24T17:38:03,28.5,rain
2022-11-25,12.2,10,10.7,12.2,10,10.7,80.2,1.921,100,12.5,rain,0,0,32.8,5.7,1013.2,89.5,10.2,16.7,1.4,1,10,2022-11-25T08:01:02,2022-11-25T17:37:32,28.3,rain
2022-11-26,11.2,7.1,9.3,11.2,4.5,8.1,79.9,1.03,100,12.5,rain,0,0,29.9,11.6,1022.9,73.2,10.2,26.6,2.2,1,10,2022-11-26T08:02:08,2022-11-26T17:37:04,28.1,rain
2022-11-27,12.1,6.1,8.9,12.1,3.5,7.3,75,0,0,0,rain,0,0,29.5,39.3,1024.2,66,10.4,64.1,5.6,4,10,2022-11-27T08:03:14,2022-11-27T17:36:37,27.9,partly-cloudy-day
2022-11-28,15,8.2,11.1,15,6,10.2,76.8,0,0,0,,0,0,32.8,43.3,1018.1,79.6,10.3,78.7,6.8,5,10,2022-11-28T08:04:19,2022-11-28T17:36:13,27.8,partly-cloudy-day
2022-11-29,14,10,11.8,14,10,11.8,84.4,0.286,100,8.33,rain,0,0,22.3,39.4,1014.9,78.7,10.1,33.8,3,2,10,2022-11-29T08:05:24,2022-11-29T17:35:51,27.6,rain
2022-11-30,16,11.5,13.4,16,11.5,13.4,91.8,1,100,4.17,rain,0,0,35.3,48.5,1016.3,88.4,10.2,23.7,2.1,1,10,2022-11-30T08:06:27,2022-11-30T17:35:32,27.4,rain
2022-12-01,16.5,12,13.7,16.5,12,13.7,95.1,6.826,100,12.5,rain,0,0,31.7,41.6,1016.7,78.9,9.8,48.5,4.1,2,10,2022-12-01T08:07:29,2022-12-01T17:35:14,27.3,rain
2022-12-02,13,9.1,11.6,13,7.1,11.5,99,1.349,100,16.67,rain,0,0,18,31.9,1019.5,85.8,7.8,16,1.4,1,10,2022-12-02T08:08:31,2022-12-02T17:34:59,27.1,rain
2022-12-03,11.1,9.1,10.2,11.1,5.6,9.5,97.3,0.4,100,16.67,rain,0,0,36,31.6,1025.2,89.2,9.9,12.8,1,1,10,2022-12-03T08:09:31,2022-12-03T17:34:47,27,rain
2022-12-04,11.1,9.1,10.2,11.1,6.1,9.7,94.7,0.528,100,8.33,rain,0,0,38.2,35.1,1026,87.6,9.8,15.7,1.2,1,10,2022-12-04T08:10:30,2022-12-04T17:34:36,26.9,rain
2022-12-05,12.1,10,10.9,12.1,10,10.9,96.1,0.001,100,4.17,rain,0,0,29.5,30.9,1024.4,88.7,10.1,22.4,1.9,1,10,2022-12-05T08:11:29,2022-12-05T17:34:28,26.7,rain
2022-12-06,12.1,10,10.6,12.1,10,10.6,93.3,0.014,100,8.33,rain,0,0,31.7,37.7,1021.2,83.3,10.2,22.5,1.9,1,10,2022-12-06T08:12:25,2022-12-06T17:34:22,26.6,rain
2022-12-07,14,8.9,10.6,14,7.4,10.3,85.3,0,0,0,,0,0,14.8,274.8,1017.5,66.4,9.3,56.8,5.1,4,10,2022-12-07T08:13:21,2022-12-07T17:34:19,26.5,partly-cloudy-day
2022-12-08,17,8,12.2,17,8,12.2,69.8,0,0,0,,0,0,18.7,197.3,1018,44.9,8.3,89.5,7.9,4,10,2022-12-08T08:14:15,2022-12-08T17:34:17,26.4,partly-cloudy-day
2022-12-09,17.5,12.1,14.8,17.5,12.1,14.8,72.7,0.315,100,8.33,rain,0,0,16.2,217.3,1018,75.8,10.2,69.7,5.9,3,10,2022-12-09T08:15:08,2022-12-09T17:34:19,26.3,rain
2022-12-10,18,12.9,15.9,18,12.9,15.9,66,0.843,100,4.17,rain,0,0,19.1,192.9,1013,76.5,10.1,34,2.9,3,10,2022-12-10T08:15:59,2022-12-10T17:34:22,26.2,rain
2022-12-11,21.5,15.1,17.8,21.5,15.1,17.8,65.8,3.253,100,16.67,rain,0,0,61.2,189.7,1004.1,88.5,10,32.5,2.7,1,10,2022-12-11T08:16:49,2022-12-11T17:34:28,26.1,rain
2022-12-12,17,12.6,15.2,17,12.6,15.2,78.4,0.496,100,12.5,rain,0,0,36,214.6,1005.7,87.8,10.2,51.7,4.5,3,10,2022-12-12T08:17:38,2022-12-12T17:34:36,26,rain
2022-12-13,14.4,5.1,8.4,14.4,0.2,5.6,90.4,10.554,100,16.67,rain,0,0,54,20.1,1010.5,88.5,9.3,7.4,0.5,0,10,2022-12-13T08:18:24,2022-12-13T17:34:46,26,rain
2022-12-14,11.5,6,8.4,11.5,2.5,6.4,86.6,0.145,100,8.33,rain,0,0,31,52.6,1014.8,74.6,10.2,29,2.3,1,10,2022-12-14T08:19:09,2022-12-14T17:34:59,25.9,rain
2022-12-15,17.1,5.6,12.6,17.1,4.2,12.5,84.1,0.012,100,4.17,rain,0,0,26.6,257.3,1012.9,80.4,10.2,26.4,2.3,1,10,2022-12-15T08:19:53,2022-12-15T17:35:14,25.9,rain
2022-12-16,21.1,12.9,16.5,21.1,12.9,16.5,79.7,0.202,100,4.17,rain,0,0,14,217.2,1018.6,65.3,9.9,75.5,6.5,3,10,2022-12-16T08:20:34,2022-12-16T17:35:31,25.8,rain
2022-12-17,22,13.4,16.8,22,13.4,16.8,70.4,0,0,0,,0,0,21.6,217.4,1019.4,39.5,10.2,90.4,7.8,4,10,2022-12-17T08:21:14,2022-12-17T17:35:50,25.8,partly-cloudy-day
2022-12-18,16,9.6,12.2,16,5.9,12,92.6,0.003,100,4.17,rain,0,0,44.6,31.1,1025.5,74.7,9.5,13,1,1,10,2022-12-18T08:21:52,2022-12-18T17:36:12,25.8,rain
2022-12-19,9,5.1,6.7,5.2,0,2.3,90.9,1.45,100,16.67,rain,0,0,55.4,37.2,1033.6,89,9.8,12.7,1,1,10,2022-12-19T08:22:28,2022-12-19T17:36:36,25.7,rain
2022-12-20,9,2.1,6.1,5.7,-1.2,2.6,74.6,0.085,100,8.33,rain,0,0,51.8,53.2,1031.1,53.8,10.2,38.5,3.1,2,10,2022-12-20T08:23:02,2022-12-20T17:37:02,25.7,rain
2022-12-21,11,4.5,7.4,11,2,5.5,65.3,0.001,100,4.17,rain,0,0,27.4,59.8,1023.9,32.6,10.2,101.3,8.7,4,10,2022-12-21T08:23:34,2022-12-21T17:37:30,25.7,rain
2022-12-22,13,2.6,7.5,13,0.3,6.5,68.4,0,0,0,,0,0,22.3,129.4,1018.7,0,10.2,96.4,8.3,4,10,2022-12-22T08:24:04,2022-12-22T17:38:00,25.7,clear-day
2022-12-23,12.1,7,9.3,12.1,6.4,8.9,64.3,0,0,0,,0,0,26.3,196.7,1015.8,37.5,10.2,83.2,7.1,4,10,2022-12-23T08:24:32,2022-12-23T17:38:32,25.7,partly-cloudy-day
2022-12-24,13.1,5.5,9.1,13.1,5.5,8.9,76.3,0,0,0,,0,0,17.3,235.9,1015.7,25.5,9.6,86.2,7.4,4,10,2022-12-24T08:24:58,2022-12-24T17:39:06,25.7,partly-cloudy-day
2022-12-25,11.6,8.5,10,11.6,7.2,9.7,90.7,1.577,100,8.33,rain,0,0,30.2,254.8,1020.1,83.1,7.8,30.4,2.6,2,10,2022-12-25T08:25:22,2022-12-25T17:39:43,25.8,rain
2022-12-26,12,6.1,8.6,12,4.4,8.1,86.8,0.003,100,4.17,rain,0,0,14.8,45.8,1027.4,46.4,9.7,83.7,7.1,4,10,2022-12-26T08:25:44,2022-12-26T17:40:21,25.8,rain
